Date,HomeTeam,FTHG,AwayTeam,FTAG
07.02.2016,Rizespor,1,Eskisehirspor,1
08.02.2016,Kasimpasa,0,Genclerbirligi,1
12.02.2016,Fenerbahce,3,Kasimpasa,1
13.02.2016,Genclerbirligi,2,Bursaspor,0
13.02.2016,Konyaspor,1,Osmanlispor,1
13.02.2016,Mersin Idman Yurdu,2,Galatasaray,1
14.02.2016,Buyuksehyr,2,Besiktas,2
14.02.2016,Eskisehirspor,3,Antalyaspor,2
14.02.2016,Gaziantepspor,0,Akhisar Belediyespor,1
14.02.2016,Sivasspor,2,Rizespor,1
15.02.2016,Trabzonspor,2,Kayserispor,1
17.02.2016,Besiktas,1,Mersin Idman Yurdu,0
19.02.2016,Konyaspor,2,Sivasspor,1
20.02.2016,Antalyaspor,2,Rizespor,1
20.02.2016,Bursaspor,0,Fenerbahce,0
20.02.2016,Kasimpasa,2,Eskisehirspor,1
21.02.2016,Akhisar Belediyespor,0,Buyuksehyr,0
21.02.2016,Galatasaray,2,Trabzonspor,1
21.02.2016,Kayserispor,2,Gaziantepspor,2
21.02.2016,Osmanlispor,3,Mersin Idman Yurdu,1
22.02.2016,Besiktas,1,Genclerbirligi,0
26.02.2016,Buyuksehyr,1,Kayserispor,0
27.02.2016,Eskisehirspor,0,Bursaspor,1
27.02.2016,Mersin Idman Yurdu,0,Konyaspor,2
27.02.2016,Rizespor,2,Kasimpasa,0
27.02.2016,Trabzonspor,1,Osmanlispor,2
28.02.2016,Gaziantepspor,2,Galatasaray,0
28.02.2016,Genclerbirligi,3,Akhisar Belediyespor,1
28.02.2016,Sivasspor,0,Antalyaspor,0
29.02.2016,Fenerbahce,2,Besiktas,0
04.03.2016,Mersin Idman Yurdu,1,Sivasspor,0
05.03.2016,Bursaspor,1,Rizespor,0
05.03.2016,Kayserispor,0,Genclerbirligi,2
05.03.2016,Osmanlispor,1,Gaziantepspor,1
06.03.2016,Akhisar Belediyespor,0,Fenerbahce,3
06.03.2016,Galatasaray,3,Buyuksehyr,3
06.03.2016,Kasimpasa,2,Antalyaspor,1
06.03.2016,Konyaspor,2,Trabzonspor,0
07.03.2016,Besiktas,3,Eskisehirspor,1
11.03.2016,Trabzonspor,1,Mersin Idman Yurdu,0
12.03.2016,Buyuksehyr,2,Osmanlispor,3
12.03.2016,Gaziantepspor,0,Konyaspor,1
12.03.2016,Rizespor,1,Besiktas,2
13.03.2016,Eskisehirspor,3,Akhisar Belediyespor,3
13.03.2016,Fenerbahce,1,Kayserispor,0
13.03.2016,Genclerbirligi,1,Galatasaray,1
14.03.2016,Antalyaspor,3,Bursaspor,0
14.03.2016,Sivasspor,1,Kasimpasa,0
15.03.2016,Trabzonspor,0,Besiktas,2
18.03.2016,Akhisar Belediyespor,1,Rizespor,1
18.03.2016,Kayserispor,0,Eskisehirspor,0
19.03.2016,Besiktas,1,Antalyaspor,0
19.03.2016,Osmanlispor,3,Genclerbirligi,1
19.03.2016,Trabzonspor,1,Sivasspor,0
20.03.2016,Bursaspor,4,Kasimpasa,1
20.03.2016,Konyaspor,1,Buyuksehyr,1
20.03.2016,Mersin Idman Yurdu,0,Gaziantepspor,0
02.04.2016,Eskisehirspor,4,Galatasaray,3
02.04.2016,Gaziantepspor,0,Trabzonspor,1
02.04.2016,Genclerbirligi,0,Konyaspor,1
03.04.2016,Antalyaspor,2,Akhisar Belediyespor,2
03.04.2016,Buyuksehyr,3,Mersin Idman Yurdu,0
03.04.2016,Fenerbahce,0,Osmanlispor,0
03.04.2016,Sivasspor,1,Bursaspor,2
04.04.2016,Kasimpasa,2,Besiktas,1
04.04.2016,Rizespor,0,Kayserispor,0
08.04.2016,Gaziantepspor,0,Sivasspor,1
09.04.2016,Galatasaray,1,Rizespor,1
09.04.2016,Kayserispor,0,Antalyaspor,0
09.04.2016,Osmanlispor,0,Eskisehirspor,0
10.04.2016,Konyaspor,2,Fenerbahce,1
10.04.2016,Mersin Idman Yurdu,1,Genclerbirligi,3
10.04.2016,Trabzonspor,1,Buyuksehyr,1
11.04.2016,Akhisar Belediyespor,0,Kasimpasa,1
11.04.2016,Besiktas,3,Bursaspor,2
13.04.2016,Galatasaray,0,Fenerbahce,0
16.04.2016,Antalyaspor,4,Galatasaray,2
16.04.2016,Eskisehirspor,1,Konyaspor,2
16.04.2016,Rizespor,0,Osmanlispor,1
16.04.2016,Sivasspor,1,Besiktas,2
17.04.2016,Bursaspor,0,Akhisar Belediyespor,2
17.04.2016,Buyuksehyr,4,Gaziantepspor,1
17.04.2016,Fenerbahce,4,Mersin Idman Yurdu,1
17.04.2016,Kasimpasa,1,Kayserispor,2
18.04.2016,Genclerbirligi,3,Trabzonspor,1
22.04.2016,Kayserispor,2,Bursaspor,1
23.04.2016,Akhisar Belediyespor,3,Besiktas,3
23.04.2016,Buyuksehyr,2,Sivasspor,2
23.04.2016,Osmanlispor,3,Antalyaspor,0
24.04.2016,Galatasaray,4,Kasimpasa,1
24.04.2016,Konyaspor,3,Rizespor,1
24.04.2016,Mersin Idman Yurdu,1,Eskisehirspor,2
24.04.2016,Trabzonspor,0,Fenerbahce,4
25.04.2016,Gaziantepspor,1,Genclerbirligi,3
29.04.2016,Bursaspor,1,Galatasaray,1
29.04.2016,Rizespor,2,Mersin Idman Yurdu,0
30.04.2016,Besiktas,4,Kayserispor,0
30.04.2016,Eskisehirspor,1,Trabzonspor,0
30.04.2016,Genclerbirligi,0,Buyuksehyr,0
01.05.2016,Antalyaspor,1,Konyaspor,0
01.05.2016,Fenerbahce,3,Gaziantepspor,0
01.05.2016,Sivasspor,1,Akhisar Belediyespor,1
02.05.2016,Kasimpasa,1,Osmanlispor,1
07.05.2016,Gaziantepspor,1,Eskisehirspor,1
07.05.2016,Osmanlispor,3,Bursaspor,3
07.05.2016,Sivasspor,2,Genclerbirligi,1
08.05.2016,Akhisar Belediyespor,1,Kayserispor,1
08.05.2016,Galatasaray,0,Besiktas,1
08.05.2016,Mersin Idman Yurdu,0,Antalyaspor,1
08.05.2016,Trabzonspor,6,Rizespor,0
09.05.2016,Buyuksehyr,2,Fenerbahce,1
09.05.2016,Konyaspor,2,Kasimpasa,0
13.05.2016,Antalyaspor,7,Trabzonspor,0
14.05.2016,Bursaspor,1,Konyaspor,1
14.05.2016,Eskisehirspor,1,Buyuksehyr,2
14.05.2016,Kayserispor,1,Sivasspor,1
14.05.2016,Rizespor,1,Gaziantepspor,0
15.05.2016,Akhisar Belediyespor,1,Galatasaray,2
15.05.2016,Besiktas,3,Osmanlispor,1
15.05.2016,Fenerbahce,2,Genclerbirligi,1
15.05.2016,Kasimpasa,7,Mersin Idman Yurdu,0
18.05.2016,Buyuksehyr,1,Rizespor,0
18.05.2016,Konyaspor,2,Besiktas,1
18.05.2016,Mersin Idman Yurdu,2,Bursaspor,5
19.05.2016,Galatasaray,6,Kayserispor,0
19.05.2016,Gaziantepspor,2,Antalyaspor,0
19.05.2016,Genclerbirligi,3,Eskisehirspor,1
19.05.2016,Osmanlispor,1,Akhisar Belediyespor,0
19.05.2016,Sivasspor,2,Fenerbahce,2
19.05.2016,Trabzonspor,0,Kasimpasa,6
